msg_id,conv_id,conv_turn,sender_user_id,receiver_user_id,sent_at,text,answer
37135e2a-f6c5-482c-825b-362e797caf42,chat:u_barbara_u_maayan,1,u_barbara,u_maayan,2025-01-13 12:49:06,"Hi, sweetheart.
Tell me, do you happen to have a reference for a bonus question on Homework 5 in Statistics 2 to share with a good friend 🥲
Sweethearrrrrt, no problem, ignore it",I broke up with my girlfriend today
2db1ff10-fe22-4e4a-aae5-f23947177c26,chat:u_barbara_u_maayan,2,u_maayan,u_barbara,2025-01-13 21:25:20,I broke up with my girlfriend today,"By any chance, could you replace me face-to-face on Wednesday?"
5cc8ce01-f038-46d4-aa11-2a63650e79ee,chat:u_barbara_u_maayan,3,u_barbara,u_maayan,2025-01-13 21:25:20,"By any chance, could you replace me face-to-face on Wednesday?","That's the excuse
Ummmmm
Doubt it"
34523a17-26eb-4f26-b0b4-342645dfa5d0,chat:u_barbara_u_maayan,4,u_maayan,u_barbara,2025-01-13 21:25:23,"That's the excuse
Ummmmm
Doubt it","Oh no, sorryyyyy"
b49c88d0-bb97-4d37-8e3e-40fd90943854,chat:u_barbara_u_maayan,5,u_barbara,u_maayan,2025-01-13 21:25:31,"Oh no, sorryyyyy",In Karmiel?
6502b89a-e345-4fea-9577-8fc4ecf72772,chat:u_barbara_u_maayan,6,u_maayan,u_barbara,2025-01-13 21:25:33,In Karmiel?,No
0ad41bd2-71e5-4e16-99ad-64ecb2a95674,chat:u_barbara_u_maayan,7,u_barbara,u_maayan,2025-01-13 21:25:36,No,Ask Itay
6b4fb49c-c428-44da-ba68-3e05cf1591a0,chat:u_barbara_u_maayan,8,u_maayan,u_barbara,2025-01-13 21:25:36,Ask Itay,"In Haifa
For 10th grade (Yud)"
66d84e96-a4ec-4d2c-8499-5fdb634d38be,chat:u_barbara_u_maayan,9,u_barbara,u_maayan,2025-01-13 21:25:37,"In Haifa
For 10th grade (Yud)","Ah in Haifa
Possible then
Although I don't know"
498fea35-9088-45a1-8358-0215e41cc717,chat:u_barbara_u_maayan,10,u_maayan,u_barbara,2025-01-13 21:25:40,"Ah in Haifa
Possible then
Although I don't know",Keep me updated
6f72fb8b-95f8-4a66-b347-11eb6650a6d1,chat:u_barbara_u_maayan,11,u_barbara,u_maayan,2025-01-13 21:25:49,Keep me updated,I will update you
4bf87a2a-45ae-4a08-807e-f05ba2ba1ae4,chat:u_barbara_u_maayan,12,u_maayan,u_barbara,2025-01-13 21:25:52,I will update you,By tomorrow please
1f5f589b-3985-42dd-8eb5-9c9cc9081380,chat:u_barbara_u_maayan,13,u_barbara,u_maayan,2025-01-13 21:26:00,By tomorrow please,What's the rush
aa1f69c4-840d-4176-8a9e-57b07adf5b69,chat:u_barbara_u_maayan,14,u_maayan,u_barbara,2025-01-13 21:26:07,What's the rush,"If you really don't feel like it, it's okay
Wait, are you an instructor for 10th (Yud) or 11th (Yud-Aleph)?
?"
5d896bdb-b3dc-4927-a183-c1d6cc088536,chat:u_barbara_u_maayan,15,u_barbara,u_maayan,2025-01-13 21:26:10,"If you really don't feel like it, it's okay
Wait, are you an instructor for 10th (Yud) or 11th (Yud-Aleph)?
?","11th (Yud-Aleph)
🪓"
41b0b0f4-0cc6-4f54-86a6-c25f79ede37d,chat:u_barbara_u_maayan,16,u_maayan,u_barbara,2025-01-13 21:26:26,"11th (Yud-Aleph)
🪓","Ahhhhhh
Okay never mind
Why are you in the 10th grade group"
f6d05fde-4577-4c80-a7cd-07a8ad30f3c3,chat:u_barbara_u_maayan,17,u_barbara,u_maayan,2025-01-13 21:26:29,"Ahhhhhh
Okay never mind
Why are you in the 10th grade group","Hahahahahahahahahaha
Don't ask questions, you won't hear lies
I'm also in the Moodle and Drive of 10th grade"
cde41048-b2b8-4b05-a95f-50c7ce2cfcc5,chat:u_barbara_u_maayan,18,u_maayan,u_barbara,2025-01-13 21:26:38,"Hahahahahahahahahaha
Don't ask questions, you won't hear lies
I'm also in the Moodle and Drive of 10th grade","Good, darling, feel better"
42df2e8f-62e8-4fa9-b35f-778d3cf4c052,chat:u_barbara_u_maayan,19,u_barbara,u_maayan,2025-01-13 21:26:59,"Good, darling, feel better",Infiltrator
e3d08b6f-e0b0-40bd-a518-83caa5346127,chat:u_barbara_u_maayan,20,u_maayan,u_barbara,2025-01-13 21:27:00,Infiltrator,"There are many fish in the sea
Even when you think there aren't
Turns out there are"
caf75c4b-d231-4baf-bfd2-c7952c7fb35d,chat:u_barbara_u_maayan,21,u_barbara,u_maayan,2025-01-13 21:27:03,"There are many fish in the sea
Even when you think there aren't
Turns out there are","Yes
❤️🫂"
59ff5a5b-7eff-485a-850d-acd7d6524fc6,chat:u_barbara_u_maayan,22,u_maayan,u_barbara,2025-01-13 21:27:09,"Yes
❤️🫂","If it makes you feel better, my ex, with whom we were supposed to sign on an apartment, broke up with me (we were together for a long time) and that same
evening was on a date with someone else
That was six months ago"
e50f3e47-8077-4bb5-b69e-783cbf3afc30,chat:u_barbara_u_maayan,23,u_barbara,u_maayan,2025-01-13 21:27:49,"If it makes you feel better, my ex, with whom we were supposed to sign on an apartment, broke up with me (we were together for a long time) and that same
evening was on a date with someone else
That was six months ago","😨
Oh my god"
8abdad20-4078-40ca-84d5-311a04b233a7,chat:u_barbara_u_maayan,24,u_maayan,u_barbara,2025-01-13 21:28:02,"😨
Oh my god",Today I'm already with a prince charming I couldn't have dreamed of
241b6332-ca24-4713-ba4c-6b391fbf1375,chat:u_barbara_u_maayan,25,u_barbara,u_maayan,2025-01-13 21:28:10,Today I'm already with a prince charming I couldn't have dreamed of,Molotov cocktail to his apartment
de131aad-c503-4d78-a702-bc87294e9c7f,chat:u_barbara_u_maayan,26,u_maayan,u_barbara,2025-01-13 21:28:15,Molotov cocktail to his apartment,"That's why I wrote it
Hahah"
0be148fd-13a3-4bf6-89a6-681e01ab13b7,chat:u_barbara_u_maayan,27,u_barbara,u_maayan,2025-01-13 21:28:18,"That's why I wrote it
Hahah","Honestly, inspiring"
528ff45a-fefa-4c3e-a6cc-906e06f66b77,chat:u_barbara_u_maayan,28,u_maayan,u_barbara,2025-01-13 21:28:29,"Honestly, inspiring","True, I seriously considered slashing his car tires (he's really obsessed with his car) but I let it go"
44f157ca-f767-4c72-86e1-0f575679cd28,chat:u_barbara_u_maayan,29,u_barbara,u_maayan,2025-01-13 21:28:45,"True, I seriously considered slashing his car tires (he's really obsessed with his car) but I let it go","Fair
(That is indeed a crime)
What would the students say"
ccbf5393-8c73-459d-94db-e1ebf977e233,chat:u_barbara_u_maayan,30,u_maayan,u_barbara,2025-01-13 21:28:55,"Fair
(That is indeed a crime)
What would the students say","Yes, hearing such stories really helped me too [cite: 8] so here I shared mine
I wish you a speedy recovery from it"
ce4fbf18-6266-4dd7-84e3-92b02d445aa4,chat:u_barbara_u_maayan,31,u_barbara,u_maayan,2025-01-13 21:29:09,"Yes, hearing such stories really helped me too [cite: 8] so here I shared mine
I wish you a speedy recovery from it","Yes
The truth is, it's not close at all
It was me who broke up with her"
5340c215-867d-4ac9-b230-51e7b64ade70,chat:u_barbara_u_maayan,32,u_maayan,u_barbara,2025-01-13 21:29:15,"Yes
The truth is, it's not close at all
It was me who broke up with her",It's okay
03532b58-887c-4b1a-a5e7-f5116d726a4a,chat:u_barbara_u_maayan,33,u_barbara,u_maayan,2025-01-13 21:29:28,It's okay,But it just had to happen
ad7c1b22-392d-4361-be47-fbfa4f907754,chat:u_barbara_u_maayan,34,u_maayan,u_barbara,2025-01-13 21:29:29,But it just had to happen,"That's not easier sometimes
Good
Don't feel bad"
b5ed702f-59eb-4d45-8f6d-79b2aa891b3b,chat:u_barbara_u_maayan,35,u_barbara,u_maayan,2025-01-13 21:29:31,"That's not easier sometimes
Good
Don't feel bad","It really wasn't
I don't feel bad
I feel sad
Because it's sad
We love each other very much
It was hard

The second
Not the other
You get it"
c13ad7ca-bbc4-4b36-b280-1f762a31831b,chat:u_barbara_u_maayan,36,u_maayan,u_barbara,2025-01-13 21:29:39,"It really wasn't
I don't feel bad
I feel sad
Because it's sad
We love each other very much
It was hard

The second
Not the other
You get it","Yes, yes
Love is really not enough
You need everything together"
9611ffcf-5e2b-4f3d-add6-32348de394af,chat:u_barbara_u_maayan,37,u_barbara,u_maayan,2025-01-13 21:30:08,"Yes, yes
Love is really not enough
You need everything together",Yes
185276f0-447b-4ade-9089-f28fd2b2c1c9,chat:u_barbara_u_maayan,38,u_maayan,u_barbara,2025-01-13 21:30:20,Yes,"And it truly exists, it takes time to find.."
ea3b1d5a-df65-4a67-828e-2fe33e65be22,chat:u_barbara_u_maayan,39,u_barbara,u_maayan,2025-01-13 21:30:25,"And it truly exists, it takes time to find..","Yes
Sad
Year and a half
Not easy"
99197ba1-2239-4d54-a0b4-b4a7ec7dfe74,chat:u_barbara_u_maayan,40,u_maayan,u_barbara,2025-01-13 21:30:36,"Yes
Sad
Year and a half
Not easy","Definitely sad...
Sink into it a bit and then immediately snap out of that mood forcefully"
0672270d-c7e9-4209-b480-4ddc8b41fa5a,chat:u_barbara_u_maayan,41,u_barbara,u_maayan,2025-01-13 21:31:00,"Definitely sad...
Sink into it a bit and then immediately snap out of that mood forcefully","Yes
Exam period
No choice"
49bc5b1b-3c33-4584-9ac5-1dd474816d48,chat:u_barbara_u_maayan,42,u_maayan,u_barbara,2025-01-13 21:31:22,"Yes
Exam period
No choice",Even a bit before
83606f20-e62f-43ef-8de8-1cd4eb97ef09,chat:u_barbara_u_maayan,43,u_barbara,u_maayan,2025-01-13 21:31:34,Even a bit before,Technion 🥵😍✨
bd50fbb4-c153-47d5-951b-6b66c7ff1ba3,chat:u_barbara_u_maayan,44,u_maayan,u_barbara,2025-01-13 21:31:36,Technion 🥵😍✨,"Yeeessss tell me about it..
Never mind"
bfb00258-0c2a-4156-840c-eac664e6454a,chat:u_barbara_u_maayan,45,u_barbara,u_maayan,2025-01-13 21:31:43,"Yeeessss tell me about it..
Never mind",Truly horrible
e345b17d-2420-40b7-badb-5577f04392ed,chat:u_barbara_u_maayan,46,u_maayan,u_barbara,2025-01-13 21:31:53,Truly horrible,After about a week/two weeks try to start seeing the positive things about being single compared to being in a relationship that isn't good for you
