msg_id,conv_id,conv_turn,sender_user_id,receiver_user_id,sent_at,text,answer
5b849009-375e-42de-8583-ac4536fc861d,chat:u_barbara_u_viki,1,u_viki,u_barbara,2025-01-08 13:06:37,"My beautiful, what's up? I received your screen protectors 😊","‎audio omitted
‎audio omitted"
ca9ae2b7-7971-41e5-abb6-084b19ae1bbb,chat:u_barbara_u_viki,2,u_barbara,u_viki,2025-01-08 14:12:22,"‎audio omitted
‎audio omitted","I'm home already, thank God
And wowww"
b2f32669-e8c0-426a-8b5e-0b5e57e26828,chat:u_barbara_u_viki,3,u_viki,u_barbara,2025-01-08 14:31:02,"I'm home already, thank God
And wowww",‎audio omitted
267a87cd-b280-4f83-af68-ce59608a7942,chat:u_barbara_u_viki,4,u_barbara,u_viki,2025-01-08 14:37:38,‎audio omitted,"Wowww 🙀
Are you home sometime? lol"
e4985dcc-13c4-44ba-be4e-cd321c52e3b3,chat:u_barbara_u_viki,5,u_viki,u_barbara,2025-01-08 15:59:37,"Wowww 🙀
Are you home sometime? lol","Not so much...
Barely at all"
c457e06c-d4c3-4f7f-b0dd-f1e548699d33,chat:u_barbara_u_viki,6,u_barbara,u_viki,2025-01-08 16:14:43,"Not so much...
Barely at all","My beautiful, how are you?"
720aeb1b-b576-47cf-b38b-fedc86ebc44d,chat:u_barbara_u_viki,7,u_viki,u_barbara,2025-01-25 17:35:14,"My beautiful, how are you?",‎audio omitted
adca5b63-1a49-49ea-bbe7-0d511bc4ec3d,chat:u_barbara_u_viki,8,u_barbara,u_viki,2025-01-25 17:49:45,‎audio omitted,"Ohhh I was expecting a happier recording lol How are things going for you?
When are we taking the dogs for a walk? 💕
?"
2df3b44d-9a39-4f5e-9c1b-35bce2c772b2,chat:u_barbara_u_viki,9,u_viki,u_barbara,2025-01-25 19:17:04,"Ohhh I was expecting a happier recording lol How are things going for you?
When are we taking the dogs for a walk? 💕
?","My love, I'm so busy in the next two weeks 😭😭😭😭
I don't have a minute to breathe"
c1530957-7359-4fee-a978-1fd83c15e573,chat:u_barbara_u_viki,10,u_barbara,u_viki,2025-01-26 19:49:52,"My love, I'm so busy in the next two weeks 😭😭😭😭
I don't have a minute to breathe","Stop 😓😓😭😭
Wowww, tell me, a question Did you take the course Introduction to Data Analysis? 🙌🏼"
3b64e3c5-37cd-4649-b796-8edf473632bb,chat:u_barbara_u_viki,11,u_viki,u_barbara,2025-01-26 19:50:46,"Stop 😓😓😭😭
Wowww, tell me, a question Did you take the course Introduction to Data Analysis? 🙌🏼","Yes, I have 4 projects to present
No
I had something else
Why?"
7a044b31-11c2-4b44-9352-35212f1e2c51,chat:u_barbara_u_viki,12,u_barbara,u_viki,2025-01-26 19:51:06,"Yes, I have 4 projects to present
No
I had something else
Why?","Wowwwww That's crazy
I need to take it I'm planning for next semester But it just got added to the recommended list, so I don't have anything on it in the drive And I don't know where to pull material from there lolll ‎<This message was edited>"
12688cb2-7ec8-4794-b4c2-fdc766ab77f1,chat:u_barbara_u_viki,13,u_viki,u_barbara,2025-01-26 19:51:18,"Wowwwww That's crazy
I need to take it I'm planning for next semester But it just got added to the recommended list, so I don't have anything on it in the drive And I don't know where to pull material from there lolll ‎<This message was edited>","Is it a mandatory course for you?
Oh wow"
6b89ae45-a555-4a38-986a-2baeac557628,chat:u_barbara_u_viki,14,u_barbara,u_viki,2025-01-26 19:53:36,"Is it a mandatory course for you?
Oh wow","Since last year, yes 🥲"
d79934f2-4856-4acf-84d9-dd1f37bb7178,chat:u_barbara_u_viki,15,u_viki,u_barbara,2025-01-26 19:53:55,"Since last year, yes 🥲","If you need, I can help you
With the material itself, I mean
But like this, no
I'll look in our faculty drive
Maybe there's something"
1fd46224-5ed9-44f6-848a-ab1ca788a43c,chat:u_barbara_u_viki,16,u_barbara,u_viki,2025-01-26 19:54:00,"If you need, I can help you
With the material itself, I mean
But like this, no
I'll look in our faculty drive
Maybe there's something","There's a very big chance I'll need it Btw, in the summer I'm taking Python and I'll definitely need you for that lolll if you can of course ❤️
Ohhh I wish lol"
969f08e8-752e-4d3b-8ab4-d78be53c3ee9,chat:u_barbara_u_viki,17,u_viki,u_barbara,2025-01-26 19:54:43,"There's a very big chance I'll need it Btw, in the summer I'm taking Python and I'll definitely need you for that lolll if you can of course ❤️
Ohhh I wish lol",‎audio omitted
