msg_id,conv_id,conv_turn,sender_user_id,receiver_user_id,sent_at,text,answer
931d07c1-7e22-4080-a805-e2dd8242d4d2,chat:u_barbara_u_vika,1,u_vika,u_barbara,2018-08-29 12:39:32,"‎image omitted
‎image omitted
‎video omitted
‎video omitted","Vikaaa, let's go out with Milina somewhere on Friday or Saturday, I'll have a car"
61f5ed21-4bbf-4e21-8b65-090cc67fff2d,chat:u_barbara_u_vika,2,u_barbara,u_vika,2018-09-17 12:16:37,"Vikaaa, let's go out with Milina somewhere on Friday or Saturday, I'll have a car",Yalla ☺
920834fe-6b91-4d0d-aa50-67fcc7c3c46d,chat:u_barbara_u_vika,3,u_vika,u_barbara,2018-09-17 12:16:59,Yalla ☺,Awesome
f74eaf37-b4ca-4afc-aea9-71fabe3adfd5,chat:u_barbara_u_vika,4,u_barbara,u_vika,2018-09-17 12:17:02,Awesome,Where to?
2c891385-e6b4-47ea-812a-920c867870fb,chat:u_barbara_u_vika,5,u_vika,u_barbara,2018-09-17 12:17:03,Where to?,"I'll look for good places
With good music"
dcc6a2ed-985d-408d-9748-49c3a21e6c7a,chat:u_barbara_u_vika,6,u_barbara,u_vika,2018-09-17 12:31:49,"I'll look for good places
With good music",I trust you
56a0d1b4-65e6-4285-a929-e30eb6e93b65,chat:u_barbara_u_vika,7,u_vika,u_barbara,2018-09-17 12:32:08,I trust you,"😍❤️❤️❤️
I'll tell Milina too, just a minute"
34e636bd-398d-4ad8-aaac-518be66b43e8,chat:u_barbara_u_vika,8,u_barbara,u_vika,2018-09-17 12:32:18,"😍❤️❤️❤️
I'll tell Milina too, just a minute","Okay😁👍🏼
Oh, wait
Maybe Thursday is better, or are you working?
Because I have a haircut appointment on Saturday at 11 in the morning"
aaa55ae4-9cce-47d9-a9de-3f8e6e5be0ea,chat:u_barbara_u_vika,9,u_vika,u_barbara,2018-09-17 12:32:46,"Okay😁👍🏼
Oh, wait
Maybe Thursday is better, or are you working?
Because I have a haircut appointment on Saturday at 11 in the morning","I'll ask Milina
Because her brother also has a birthday on Saturday
She doesn't feel like it"
0b0105c2-a7d7-4b02-ba45-950d86683ca0,chat:u_barbara_u_vika,10,u_barbara,u_vika,2018-09-17 15:06:42,"I'll ask Milina
Because her brother also has a birthday on Saturday
She doesn't feel like it","Okay, another time ☺ there are a lot of holidays now"
f793cf38-4f3e-491d-be24-70af24ebe6c2,chat:u_barbara_u_vika,11,u_vika,u_barbara,2018-09-17 15:15:36,"Okay, another time ☺ there are a lot of holidays now","True!
But the truth is she doesn't want to go out to clubs anymore at all"
ffa6e8be-39b4-43fd-a4ae-ae2ea46257f1,chat:u_barbara_u_vika,12,u_barbara,u_vika,2018-09-17 15:15:46,"True!
But the truth is she doesn't want to go out to clubs anymore at all",Hahahahaha
1b512599-da63-4f20-ba58-62e3f9f74057,chat:u_barbara_u_vika,13,u_vika,u_barbara,2018-09-17 15:19:57,Hahahahaha,"Vikaaa
There's a party today in the Lower City in Haifa
Do you want to go?"
81ac00bf-75a0-4100-a897-358dc875d143,chat:u_barbara_u_vika,14,u_barbara,u_vika,2018-10-12 19:21:13,"Vikaaa
There's a party today in the Lower City in Haifa
Do you want to go?","When?
Basically I'm going out for a run soon so I'll be free around 10
I'll update you in an hour, we'll see what the schedule is ☺"
98dd96fb-9401-4769-81f2-3303a27628bd,chat:u_barbara_u_vika,15,u_vika,u_barbara,2018-10-12 20:22:56,"When?
Basically I'm going out for a run soon so I'll be free around 10
I'll update you in an hour, we'll see what the schedule is ☺","Definitelyyy
It's around 23:30"
190d2725-f492-465b-ac0b-2fd2e4710489,chat:u_barbara_u_vika,16,u_barbara,u_vika,2018-10-12 20:26:23,"Definitelyyy
It's around 23:30",I'm already on the verge of falling asleep so without me this time.. have fun and take care ♥️
e99275d9-a2e8-4ab6-bebe-8d49095a7b7e,chat:u_barbara_u_vika,17,u_vika,u_barbara,2018-10-12 23:12:57,I'm already on the verge of falling asleep so without me this time.. have fun and take care ♥️,"Sleep well❤️
Vikushhhh, hi
Listen, I have a question and a suggestion at the same time hahahaha"
b9de039e-4c13-47f6-868c-8c58d0fd58f3,chat:u_barbara_u_vika,18,u_barbara,u_vika,2018-10-13 00:35:07,"Sleep well❤️
Vikushhhh, hi
Listen, I have a question and a suggestion at the same time hahahaha","Hi beautiful onee💕
I'm all ears👂🏼"
900b147b-58df-4641-af55-a81390567fff,chat:u_barbara_u_vika,19,u_vika,u_barbara,2019-03-17 14:36:49,"Hi beautiful onee💕
I'm all ears👂🏼",‎audio omitted
b054fbd1-f6ce-47af-87c0-c6c8cb82a08b,chat:u_barbara_u_vika,20,u_barbara,u_vika,2019-03-19 16:14:20,‎audio omitted,Yes☺
4566f34c-d9f1-4c37-83d5-feee57585ae8,chat:u_barbara_u_vika,21,u_vika,u_barbara,2019-03-19 16:15:33,Yes☺,"Vika, how much money do you usually give for a birthday?"
34f48881-fcee-4448-b811-841cdc2eb5ee,chat:u_barbara_u_vika,22,u_barbara,u_vika,2019-03-19 20:29:46,"Vika, how much money do you usually give for a birthday?","What do you mean?
For the bar on Saturday night?"
4969f60e-df17-4fdb-82ac-6643b1f1bb38,chat:u_barbara_u_vika,23,u_vika,u_barbara,2019-03-19 21:36:30,"What do you mean?
For the bar on Saturday night?","I meant for today
I couldn't choose any gift yesterday
And I don't think I can come today
I have a mess with the car test (inspection)
Dad was supposed to help
And now he's fighting with me"
5a89fe4a-42af-46ed-b6ad-175a9eebbf08,chat:u_barbara_u_vika,24,u_barbara,u_vika,2019-03-20 10:22:44,"I meant for today
I couldn't choose any gift yesterday
And I don't think I can come today
I have a mess with the car test (inspection)
Dad was supposed to help
And now he's fighting with me","Never mind, my life, you'll be there on Saturday night and celebrate with her ☺"
ee7a469b-f760-42b0-ac8e-4b4bdc204b2d,chat:u_barbara_u_vika,25,u_vika,u_barbara,2019-03-20 10:23:44,"Never mind, my life, you'll be there on Saturday night and celebrate with her ☺","Yes, I was just very disappointed
The question is still unanswered, btw lol"
77225284-39a7-4364-95ad-e7fc021365ff,chat:u_barbara_u_vika,26,u_barbara,u_vika,2019-03-20 10:30:47,"Yes, I was just very disappointed
The question is still unanswered, btw lol","Nonsense, don't be disappointed! Sort out the mess with the car and on Saturday night we'll celebrate for her
I'm giving her 200
Hi☺ Did Milina talk to you?"
855d928e-b00e-4dde-bef5-62993cf17036,chat:u_barbara_u_vika,27,u_vika,u_barbara,2019-03-20 10:31:34,"Nonsense, don't be disappointed! Sort out the mess with the car and on Saturday night we'll celebrate for her
I'm giving her 200
Hi☺ Did Milina talk to you?","Yes, she said everything was cancelled
‎image omitted
‎image omitted"
a3b2d0e1-951c-4acf-be37-da9db2fede50,chat:u_barbara_u_vika,28,u_barbara,u_vika,2019-03-23 15:22:46,"Yes, she said everything was cancelled
‎image omitted
‎image omitted","Wow wow wow, crazy!!!! How perfecttt😍😍😍"
16b348c2-248b-4edd-89a2-c74153ba23a4,chat:u_barbara_u_vika,29,u_vika,u_barbara,2019-03-23 16:01:42,"Wow wow wow, crazy!!!! How perfecttt😍😍😍","‎audio omitted
‎audio omitted"
3a3affbb-188e-4263-ad68-2dd4ae23542e,chat:u_barbara_u_vika,30,u_barbara,u_vika,2019-03-23 16:03:14,"‎audio omitted
‎audio omitted","Talk to her about it, tell her what bothers you"
f450d04d-5a2c-4fc6-bb5e-7bd481e56c54,chat:u_barbara_u_vika,31,u_vika,u_barbara,2019-03-23 18:17:12,"Talk to her about it, tell her what bothers you",I wanted to surprise her
ceea93b3-1875-4394-a2c1-93cd70a7055d,chat:u_barbara_u_vika,32,u_barbara,u_vika,2019-03-23 18:17:37,I wanted to surprise her,"Yes, I understand, it's frustrating 😕 but she wasn't feeling well"
73f1af43-08d6-4d7a-b98d-b75b50477b21,chat:u_barbara_u_vika,33,u_vika,u_barbara,2019-03-23 18:45:39,"Yes, I understand, it's frustrating 😕 but she wasn't feeling well",‎image omitted
a366621c-d318-4309-8caf-821c1bb36cd4,chat:u_barbara_u_vika,34,u_barbara,u_vika,2019-12-25 12:07:42,‎image omitted,"I don't know how it is, my life
I didn't try"
2a84d1b1-7210-4456-b0f1-5b953c49190c,chat:u_barbara_u_vika,35,u_vika,u_barbara,2019-12-25 12:08:07,"I don't know how it is, my life
I didn't try","We'll try
80 shekels lolll"
935faf4e-558b-4685-b408-c2ba75755544,chat:u_barbara_u_vika,36,u_barbara,u_vika,2019-12-25 12:14:52,"We'll try
80 shekels lolll","Yes, you have nothing to lose
Great price
‎image omitted"
255cf5c5-9225-4bbc-80ab-61f5929295bc,chat:u_barbara_u_vika,37,u_vika,u_barbara,2019-12-25 12:42:12,"Yes, you have nothing to lose
Great price
‎image omitted","Wow, it's perfectttttt
Did you try it already?
But why did you take two?"
241800d4-8f98-4982-b477-32a93e9c2f5a,chat:u_barbara_u_vika,38,u_barbara,u_vika,2019-12-25 21:49:11,"Wow, it's perfectttttt
Did you try it already?
But why did you take two?","One light for now and one for summer
There was a sale, a coupon"
87cc3cb4-9dc5-4279-b7bd-6a11bdf469c4,chat:u_barbara_u_vika,39,u_vika,u_barbara,2019-12-25 21:50:06,"One light for now and one for summer
There was a sale, a coupon","Yaay
I want a coupon too
Because it's not the cheapest thing out there lolll"
b883d3cd-32dc-47d7-84da-1f881415caf7,chat:u_barbara_u_vika,40,u_barbara,u_vika,2019-12-25 23:27:10,"Yaay
I want a coupon too
Because it's not the cheapest thing out there lolll","Everyone has it
Aw
He put you on the lists ❤"
df2f3b4d-2ee6-4712-b1de-07db5dfd7681,chat:u_barbara_u_vika,41,u_vika,u_barbara,2019-12-26 06:36:46,"Everyone has it
Aw
He put you on the lists ❤","When are you coming home
And when are you planning to go?
I mean, leave the house"
